"SITE_ID","FW_ECO9","NTL_RESULT","PTL_RESULT"
"NLA12_OR-155","WMT",0.411,51
"NLA12_MI-144","UMW",0.643,26
"NLA12_CA-R10","WMT",0.289,59
"NLA12_MO-103","TPL",0.689,34
"NLA12_WA-126","WMT",0.171,40
"NLA12_WA-112","WMT",0.523,93
"NLA12_WA-108","WMT",0.259,38
"NLA12_VA-110","SAP",0.379,19
"NLA12_VA-103","SAP",0.368,24
"NLA12_OK-299","SAP",0.47,5
"NLA12_CA-167","WMT",0.112,4.1
"NLA12_RI-108","NAP",0.291,16
"NLA12_TX-201","CPL",0.754,43
"NLA12_NY-0109","NAP",0.485,26
"NLA12_SD-105","NPL",1.895,100
"NLA12_IN-146","SAP",0.285,24
"NLA12_PA-114","NAP",0.27,5
"NLA12_NV-177","XER",0.415,88
"NLA12_NV-137","XER",0.351,230
"NLA12_IL-106","TPL",1.188,62
"NLA12_NY-0111","NAP",0.426,12
"NLA12_OK-296","SPL",3.14,327
"NLA12_NY-R08","NAP",0.289,17
"NLA12_IN-116","SAP",0.556,16
"NLA12_CA-R05","WMT",0.068,6
"NLA12_AZ-140","XER",0.571,38
"NLA12_AL-R03","SAP",0.126,31
"NLA12_AL-103","SAP",0.449,56
"NLA12_OH-127","SAP",0.208,8
"NLA12_NH-109","NAP",0.125,7
"NLA12_ME-R11","NAP",0.329,17
"NLA12_MD-103","SAP",0.271,5
"NLA12_TX-182","SPL",0.609,39
"NLA12_NV-144","XER",0.206,20
"NLA12_GA-102","CPL",0.425,157
"NLA12_ME-114","NAP",0.3,6
"NLA12_MT-106","NPL",0.166,11
"NLA12_CO-119","WMT",0.398,5
"NLA12_CO-106","SPL",0.235,15
"NLA12_CA-R01","WMT",0.174,31
"NLA12_NY-R04","NAP",1.271,136
"NLA12_NY-R11","NAP",0.14,9
"NLA12_CA-111","XER",0.0643,7.2
"NLA12_NE-101","SPL",0.923,219
"NLA12_ND-114","NPL",1.564,153
"NLA12_SD-133","NPL",1.841,304
"NLA12_PA-R10","SAP",0.121,10
"NLA12_PA-R11","SAP",0.141,22
"NLA12_OK-306","SPL",0.57,5
"NLA12_CA-200","WMT",0.152,4.1
"NLA12_UT-203","WMT",0.114,6
"NLA12_AL-104","CPL",0.344,37
"NLA12_NE-106","TPL",1.905,144
"NLA12_IN-108","UMW",1.051,58
"NLA12_MS-103","CPL",0.44,54
"NLA12_AL-112","CPL",0.379,33
"NLA12_AL-R05","CPL",0.326,24
"NLA12_NY-R07","NAP",1.808,176
"NLA12_VA-R14","SAP",0.159,13
"NLA12_CA-R03","XER",0.121,16
"NLA12_MN-126","UMW",0.766,28
"NLA12_WY-124","WMT",0.063,42
"NLA12_ND-109","NPL",2.83,176
"NLA12_IL-120","TPL",1.198,109
"NLA12_ME-R08","NAP",0.23,10
"NLA12_ME-R02","NAP",0.205,13
"NLA12_AR-101","CPL",0.92,88
"NLA12_CO-129","SPL",0.744,45
"NLA12_CA-R02","WMT",0.14,40
"NLA12_OK-119","SPL",1.18,17
"NLA12_MN-141","UMW",0.531,41
"NLA12_MS-126","CPL",0.76,82
"NLA12_NE-110","TPL",4.163,1399
"NLA12_WY-102","NPL",0.849,82
"NLA12_AR-105","CPL",0.476,34
"NLA12_VA-104","SAP",0.179,19
"NLA12_MN-110","UMW",0.791,40
"NLA12_ID-210","WMT",0.051,9
"NLA12_ID-145","WMT",0.029,23
"NLA12_SD-189","NPL",2.4,147
"NLA12_MO-101","TPL",1.318,97
"NLA12_ND-149","NPL",6.2,1254
"NLA12_ND-164","NPL",3.373,333
"NLA12_MN-R12","UMW",0.668,25
"NLA12_ME-134","NAP",0.3,10
"NLA12_NY-R06","NAP",0.34,23
"NLA12_NY-R03","NAP",0.251,9
"NLA12_CA-166","WMT",0.162,4.1
"NLA12_CA-112","XER",0.167,7.5
"NLA12_MN-157","UMW",2.049,86
"NLA12_ME-R15","NAP",0.145,12
"NLA12_ME-R06","NAP",0.18,9
"NLA12_ME-R10","NAP",0.153,10
"NLA12_MN-R01","UMW",0.54,11
"NLA12_MS-105","CPL",0.296,21
"NLA12_NE-129","TPL",2.109,225
"NLA12_IN-160","UMW",0.803,17
"NLA12_IN-172","UMW",1.116,11
"NLA12_IN-128","UMW",0.616,32
"NLA12_IL-109","TPL",0.705,45
"NLA12_ND-193","NPL",3.333,279
"NLA12_CT-107","NAP",0.244,18
"NLA12_SD-165","NPL",1.369,357
"NLA12_GA-104","SAP",0.221,15
"NLA12_VA-126","SAP",0.55,40
"NLA12_AL-114","SAP",0.51,62
"NLA12_SD-132","NPL",1.993,366
"NLA12_GA-R01","SAP",0.231,28
"NLA12_IA-102","TPL",1.8,684
"NLA12_ME-109","NAP",0.4,15
"NLA12_MN-R13","UMW",0.873,28
"NLA12_NV-R01","XER",0.075,12
"NLA12_MT-160","NPL",0.93,74
"NLA12_MT-156","NPL",0.16,28
"NLA12_ME-R03","NAP",0.239,12
"NLA12_AZ-107","XER",0.628,234
"NLA12_CO-125","WMT",0.061,11
"NLA12_ID-142","WMT",0.053,15
"NLA12_ID-158","WMT",0.033,9
"NLA12_ID-215","WMT",0.038,13
"NLA12_ND-129","NPL",3.68,839
"NLA12_TX-114","SPL",0.601,95
"NLA12_NY-0108","NAP",0.694,124
"NLA12_TX-205","CPL",1.013,17
"NLA12_WY-120","WMT",0.088,18
"NLA12_WY-117","WMT",0.044,15
"NLA12_WY-103","XER",0.05,12
"NLA12_MN-R14","UMW",0.519,30
"NLA12_MS-112","CPL",0.506,37
"NLA12_MS-125","CPL",6.188,1689
"NLA12_SD-212","NPL",1.223,346
"NLA12_ND-103","NPL",2.085,88
"NLA12_VT-103","NAP",0.343,20
"NLA12_ND-172","NPL",2.713,317
"NLA12_MD-118","CPL",5.8,50
"NLA12_OH-R02","NAP",0.445,10
"NLA12_CA-145","XER",0.428,33.6
"NLA12_FL-103","CPL",4.763,132
"NLA12_FL-108","CPL",0.854,70
"NLA12_FL-R06","CPL",0.596,35
"NLA12_ID-166","XER",0.665,58
"NLA12_ME-110","NAP",0.2,6
"NLA12_MS-128","CPL",0.456,20
"NLA12_SD-107","WMT",0.804,39
"NLA12_VA-102","SAP",1.084,70
"NLA12_WA-R08","XER",0.479,69
"NLA12_ND-160","NPL",1.981,53
"NLA12_NH-107","NAP",0.45,18
"NLA12_IN-127","SAP",0.84,53
"NLA12_ID-110","XER",0.954,44
"NLA12_SD-119","NPL",2.238,390
"NLA12_MD-108","SAP",0.57,42
"NLA12_ND-194","TPL",5.738,599
"NLA12_OR-129","WMT",0.171,20
"NLA12_CA-128","WMT",0.34,29.5
"NLA12_VA-119","CPL",1.555,124
"NLA12_VA-R06","CPL",0.298,15
"NLA12_ME-106","NAP",0.3,6
"NLA12_MS-113","CPL",0.27,20
"NLA12_OH-102","TPL",2.129,572
"NLA12_MN-104","UMW",0.659,38
"NLA12_MN-131","TPL",1.699,82
"NLA12_IN-111","TPL",1.359,46
"NLA12_WY-R02","XER",0.141,12
"NLA12_MN-143","UMW",1.885,69
"NLA12_CT-126","NAP",0.278,15
"NLA12_IN-101","TPL",0.568,20
"NLA12_VA-106","CPL",0.731,64
"NLA12_ID-203","WMT",1.369,175
"NLA12_ID-122","XER",1.04,82
"NLA12_IN-130","SAP",0.428,19
"NLA12_ID-198","XER",0.696,79
"NLA12_IN-113","UMW",0.558,16
"NLA12_UT-167","XER",0.473,27
"NLA12_PA-117","SAP",0.78,52
"NLA12_PA-106","SAP",0.56,7
"NLA12_ME-103","NAP",0.3,6
"NLA12_OK-288","CPL",0.81,7
"NLA12_OR-107","WMT",0.173,18
"NLA12_WA-R10","XER",0.8,20
"NLA12_OR-145","WMT",0.181,12
"NLA12_MT-110","WMT",0.166,23
"NLA12_MT-152","WMT",0.249,11
"NLA12_WY-133","WMT",0.059,14
"NLA12_IN-147","TPL",2.256,411
"NLA12_VA-R05","CPL",0.353,12
"NLA12_OH-137","NAP",0.845,41
"NLA12_TX-113","CPL",0.869,60
"NLA12_WA-R09","XER",0.219,79
"NLA12_UT-196","WMT",0.266,17
"NLA12_ND-202","NPL",4.213,67
"NLA12_ND-198","TPL",1.875,78
"NLA12_ND-190","TPL",4.781,359
"NLA12_ME-121","NAP",0.3,11
"NLA12_OH-134","TPL",1.395,289
"NLA12_ID-104","XER",1.636,147
"NLA12_CO-121","WMT",0.255,84
"NLA12_WA-102","WMT",1.573,180
"NLA12_CO-117","WMT",0.538,33
"NLA12_WY-115","XER",0.468,51
"NLA12_ND-145","NPL",1.373,91
"NLA12_IN-134","TPL",1.19,38
"NLA12_ME-130","NAP",0.3,7
"NLA12_ND-131","NPL",1.14,36
"NLA12_CA-188","XER",0.593,25.6
"NLA12_MT-124","WMT",0.041,16
"NLA12_SD-147","NPL",2.563,554
"NLA12_OR-105","WMT",0.288,48
"NLA12_MN-121","UMW",1.453,54
"NLA12_DE-101","CPL",1.296,129
"NLA12_SD-137","NPL",1.888,475
"NLA12_TX-104","SPL",0.896,111
"NLA12_WI-144","UMW",0.9,28
"NLA12_MN-119","TPL",1.364,152
"NLA12_VA-R18","CPL",1.16,103
"NLA12_OK-132","SPL",0.87,5
"NLA12_CA-119","XER",0.114,4.1
"NLA12_WA-R11","WMT",0.073,8
"NLA12_OR-154","WMT",0.578,288
"NLA12_MN-103","UMW",0.688,36
"NLA12_IN-144","UMW",0.836,31
"NLA12_IN-110","UMW",0.63,21
"NLA12_IN-105","TPL",0.89,40
"NLA12_WI-R12","UMW",0.414,23
"NLA12_OK-292","SPL",2.85,209
"NLA12_MN-106","UMW",0.633,48
"NLA12_MN-115","UMW",0.544,56
"NLA12_CO-R04","WMT",0.118,20
"NLA12_AL-113","CPL",0.248,27
"NLA12_NC-104","CPL",0.65,36
"NLA12_IN-164","UMW",0.65,18
"NLA12_ME-101","NAP",0.2,4
"NLA12_ME-126","NAP",0.3,5
"NLA12_NE-107","SPL",4.45,277
"NLA12_OR-112","WMT",0.348,125
"NLA12_VA-112","CPL",0.356,24
"NLA12_VA-123","CPL",2.005,112
"NLA12_WI-R13","UMW",0.515,17
"NLA12_MI-150","UMW",0.72,23
"NLA12_GA-111","CPL",0.626,46
"NLA12_IN-102","UMW",0.578,37
"NLA12_IN-106","UMW",0.614,29
"NLA12_MI-125","UMW",0.513,21
"NLA12_CA-108","XER",0.156,4.8
"NLA12_UT-118","WMT",0.199,23
"NLA12_CT-103","NAP",0.205,19
"NLA12_MN-177","UMW",2.358,243
"NLA12_TX-116","SPL",0.633,34
"NLA12_IN-166","TPL",1.28,112
"NLA12_WI-134","TPL",10.3,1730
"NLA12_OR-102","XER",1.199,452
"NLA12_AR-109","CPL",0.656,39
"NLA12_AR-104","SAP",0.175,30
"NLA12_FL-130","CPL",0.874,58
"NLA12_MN-167","TPL",1.58,172
"NLA12_NC-127","CPL",0.294,19
"NLA12_ME-120","NAP",0.4,10
"NLA12_AZ-103","WMT",1.055,259
"NLA12_CO-133","WMT",0.09,14
"NLA12_MN-160","UMW",0.9,40
"NLA12_IN-159","TPL",1.308,148
"NLA12_NE-111","SPL",0.838,140
"NLA12_FL-109","CPL",1.421,77
"NLA12_FL-105","CPL",2.853,81
"NLA12_NE-112","SPL",1.905,128
"NLA12_UT-218","WMT",0.23,28
"NLA12_NC-124","SAP",1.623,140
"NLA12_NC-115","CPL",0.788,58
"NLA12_SD-131","NPL",3.863,336
"NLA12_ND-156","NPL",3.59,432
"NLA12_WY-116","WMT",0.306,31
"NLA12_SC-118","CPL",0.349,51
"NLA12_IN-120","UMW",0.733,44
"NLA12_IN-145","UMW",1.416,107
"NLA12_FL-126","CPL",1.279,50
"NLA12_MO-105","SAP",0.476,42
"NLA12_MO-110","SAP",0.354,29
"NLA12_WA-109","WMT",0.256,15
"NLA12_CA-103","WMT",0.322,4.1
"NLA12_ME-102","NAP",0.3,8
"NLA12_OR-109","WMT",0.029,9
"NLA12_IN-149","UMW",0.758,51
"NLA12_IN-179","TPL",6.6,962
"NLA12_IN-187","TPL",0.285,11
"NLA12_ME-116","NAP",0.4,13
"NLA12_MN-152","UMW",1.756,132
"NLA12_MT-140","WMT",0.029,8
"NLA12_NE-125","SPL",9.088,455
"NLA12_SC-102","CPL",0.779,44
"NLA12_WY-R04","WMT",0.869,34
"NLA12_IL-112","TPL",1.35,69
"NLA12_ME-R07","NAP",0.22,9
"NLA12_MN-112","UMW",2.894,159
"NLA12_WI-161","UMW",2.03,24
"NLA12_MN-135","TPL",3.875,259
"NLA12_OR-128","WMT",0.17,23
"NLA12_CT-108","NAP",0.311,28
"NLA12_MD-104","CPL",2.343,165
"NLA12_WA-133","WMT",0.749,62
"NLA12_CO-130","WMT",0.185,9
"NLA12_UT-126","WMT",0.281,12
"NLA12_OK-107","SAP",0.62,5
"NLA12_NE-121","SPL",8.475,374
"NLA12_VA-127","CPL",0.815,81
"NLA12_VA-130","SAP",0.448,61
"NLA12_MN-114","UMW",3.006,159
"NLA12_DE-103","CPL",0.923,81
"NLA12_IL-116","TPL",1.61,64
"NLA12_PA-113","NAP",0.31,13
"NLA12_IN-185","UMW",0.771,64
"NLA12_CA-135","WMT",0.078,5.6
"NLA12_CA-123","WMT",0.145,9.7
"NLA12_TX-128","SPL",0.529,56
"NLA12_OR-144","WMT",0.296,17
"NLA12_UT-159","WMT",0.22,11
"NLA12_UT-147","WMT",0.431,14
"NLA12_SC-127","CPL",0.63,25
"NLA12_WY-R01","WMT",0.055,9
"NLA12_MT-144","NPL",0.601,91
"NLA12_SD-143","NPL",54,32
"NLA12_IN-103","TPL",1.304,65
"NLA12_ME-129","NAP",0.4,13
"NLA12_IN-163","TPL",0.998,76
"NLA12_ME-118","NAP",0.3,11
"NLA12_AZ-145","WMT",1.775,244
"NLA12_OH-101","TPL",1.326,159
"NLA12_FL-141","CPL",0.321,27
"NLA12_GA-R11","CPL",2.414,81
"NLA12_NE-105","SPL",3.663,450
"NLA12_NE-108","SPL",6.225,673
"NLA12_NM-161","WMT",0.214,16
"NLA12_NM-162","WMT",0.626,56
"NLA12_FL-132","CPL",2.82,83
"NLA12_NE-113","SPL",5.6,268
"NLA12_NE-102","SPL",7.75,498
"NLA12_MT-102","WMT",0.168,21
"NLA12_IN-174","TPL",0.468,17
"NLA12_SD-109","TPL",2.259,501
"NLA12_OR-121","WMT",0.19,39
"NLA12_OH-107","NAP",1.949,128
"NLA12_CA-206","WMT",0.0711,5.6
"NLA12_IN-171","SAP",0.34,33
"NLA12_MN-127","TPL",1.994,110
"NLA12_IN-186","UMW",0.484,15
"NLA12_DE-104","CPL",2.73,182
"NLA12_IN-180","TPL",0.618,49
"NLA12_MO-123","TPL",1.295,135
"NLA12_WY-R08","WMT",0.145,7
"NLA12_AR-106","SAP",1.385,107
"NLA12_GA-103","CPL",0.33,37
"NLA12_NC-114","SAP",0.878,116
"NLA12_NE-135","SPL",51.313,3636
"NLA12_SD-170","TPL",3.4,137
"NLA12_ND-113","TPL",1.689,49
"NLA12_ME-104","NAP",0.6,12
"NLA12_MT-136","WMT",0.113,10
"NLA12_MN-136","UMW",0.904,82
"NLA12_MN-158","TPL",4.363,425
"NLA12_ME-105","NAP",0.6,13
"NLA12_AR-102","CPL",1.536,151
"NLA12_AR-111","CPL",0.744,121
"NLA12_CA-141","XER",0.778,33.7
"NLA12_CA-208","WMT",2.61,29.9
"NLA12_ND-199","TPL",2.515,61
"NLA12_OH-104","TPL",1.226,88
"NLA12_AZ-R02","WMT",0.76,79
"NLA12_ME-122","NAP",0.5,11
"NLA12_MT-120","WMT",0.168,12
"NLA12_ND-105","TPL",1.721,328
"NLA12_NE-127","SPL",17.4,566
"NLA12_OR-160","WMT",0.245,30
"NLA12_OR-103","WMT",0.083,65
"NLA12_IN-104","TPL",0.621,40
"NLA12_IN-115","SAP",0.376,27
"NLA12_NC-134","SAP",0.756,45
"NLA12_SD-154","TPL",2.9,753
"NLA12_GA-127","CPL",1.145,36
"NLA12_WA-125","WMT",0.228,72
"NLA12_AZ-R01","WMT",0.253,11
"NLA12_CO-109","WMT",0.215,16
"NLA12_ME-107","NAP",0.2,4
"NLA12_NE-160","SPL",0.616,81
"NLA12_WI-179","UMW",0.34,9
"NLA12_WI-109","UMW",0.76,49
"NLA12_WI-115","UMW",0.87,32
"NLA12_MT-164","WMT",0.901,10
"NLA12_PA-111","SAP",0.74,36
"NLA12_PA-115","NAP",0.39,17
"NLA12_TX-218","SPL",1.753,122
"NLA12_OH-115","SAP",0.234,9
"NLA12_AR-103","SAP",0.311,15
"NLA12_AZ-106","XER",0.571,37
"NLA12_AZ-123","XER",4.094,392
"NLA12_NE-154","TPL",3.513,873
"NLA12_NE-156","SPL",12.875,1156
"NLA12_WA-103","WMT",0.286,9
"NLA12_NE-166","SPL",0.9,104
"NLA12_NE-149","SPL",4.5,421
"NLA12_SD-157","NPL",2.42,84
"NLA12_NE-170","TPL",4.025,319
"NLA12_SD-162","TPL",2.353,815
"NLA12_MT-151","NPL",3.55,738
"NLA12_AZ-157","WMT",3.888,882
"NLA12_OH-106","SAP",0.448,21
"NLA12_CO-R01","WMT",0.116,36
"NLA12_CA-102","WMT",1.39,23.9
"NLA12_CA-156","XER",0.443,53
"NLA12_SD-103","TPL",1.891,67
"NLA12_SD-150","NPL",3.094,99
"NLA12_SD-141","NPL",2.535,39
"NLA12_MT-135","NPL",3.344,343
"NLA12_CO-R10","WMT",0.666,28
"NLA12_MN-171","TPL",1.96,72
"NLA12_MO-122","TPL",2.289,235
"NLA12_MO-126","TPL",2.233,392
"NLA12_WA-146","WMT",0.141,34
"NLA12_IN-142","TPL",1.524,125
"NLA12_MN-144","UMW",0.67,25
"NLA12_CO-107","WMT",0.104,16
"NLA12_TX-199","CPL",4.65,525
"NLA12_NE-157","TPL",0.691,47
"NLA12_MT-103","NPL",1.599,339
"NLA12_IL-114","TPL",0.348,13
"NLA12_IN-117","TPL",1.234,9
"NLA12_SD-198","TPL",2.133,419
"NLA12_ME-115","NAP",0.4,9
"NLA12_GA-114","CPL",0.629,39
"NLA12_IN-191","TPL",1.943,147
"NLA12_WA-114","WMT",0.591,92
"NLA12_AZ-143","WMT",1.201,75
"NLA12_UT-374","XER",0.211,25
"NLA12_PA-103","NAP",0.85,35
"NLA12_CO-105","WMT",1.079,114
"NLA12_NE-158","SPL",2.396,697
"NLA12_IL-103","TPL",1.133,68
"NLA12_MT-119","NPL",4.175,390
"NLA12_UT-122","WMT",0.159,10
"NLA12_TX-118","CPL",1.199,86
"NLA12_CA-181","XER",0.319,39.7
"NLA12_CO-R07","WMT",0.265,120
"NLA12_IN-126","TPL",0.853,84
"NLA12_TX-202","SPL",1.713,116
"NLA12_OK-133","SPL",2.19,142
"NLA12_UT-324","WMT",0.22,19
"NLA12_ME-135","NAP",0.3,9
"NLA12_MT-161","NPL",0.604,65
"NLA12_UT-325","WMT",0.31,31
"NLA12_WA-115","WMT",0.444,50
"NLA12_OK-286","SPL",6.94,2150
"NLA12_UT-229","WMT",0.424,37
"NLA12_MN-181","UMW",0.941,49
"NLA12_MN-180","UMW",1.401,40
"NLA12_CA-212","WMT",0.175,8.3
"NLA12_OH-R03","NAP",0.46,22
"NLA12_MN-162","UMW",0.874,23
"NLA12_MN-170","UMW",0.396,32
"NLA12_ME-108","NAP",0.3,9
"NLA12_IN-162","TPL",0.529,39
"NLA12_IN-112","TPL",0.765,59
"NLA12_IN-131","TPL",0.305,8
"NLA12_TX-137","CPL",0.59,30
"NLA12_CO-127","SPL",0.936,712
"NLA12_MO-120","TPL",1.305,69
"NLA12_PA-119","SAP",0.7,5
"NLA12_OH-112","TPL",0.52,26
"NLA12_CA-138","WMT",0.333,10.5
"NLA12_WI-133","TPL",1.33,25
"NLA12_WI-132","UMW",1.52,109
"NLA12_WI-181","TPL",1.1,24
"NLA12_WI-135","UMW",0.78,20
"NLA12_WI-111","UMW",0.89,13
"NLA12_MT-177","NPL",1.353,46
"NLA12_MA-101","CPL",0.224,36
"NLA12_MA-105","NAP",0.325,24
"NLA12_IN-183","TPL",1.545,416
"NLA12_WA-124","XER",0.746,25
"NLA12_MA-111","CPL",0.224,29
"NLA12_WA-120","WMT",0.239,50
"NLA12_UT-290","XER",0.849,66
"NLA12_MA-108","NAP",0.474,48
"NLA12_WY-125","WMT",0.296,29
"NLA12_OK-102","SPL",2.12,128
"NLA12_OK-285","SPL",1.29,32
"NLA12_CA-107","WMT",0.149,10.2
"NLA12_DE-121","CPL",2.185,191
"NLA12_WV-105","SAP",0.365,36
"NLA12_MT-105","WMT",0.083,20
"NLA12_CO-111","SPL",0.14,26
"NLA12_OR-126","WMT",0.13,26
"NLA12_OR-173","WMT",0.083,4
"NLA12_TX-159","SPL",1.368,100
"NLA12_OK-311","SAP",0.79,19
"NLA12_CA-104","WMT",0.435,4.9
"NLA12_MT-111","WMT",0.069,16
"NLA12_OH-122","TPL",1.475,109
"NLA12_ME-137","NAP",0.4,16
"NLA12_IN-196","UMW",0.593,17
"NLA12_MA-102","NAP",0.388,14
"NLA12_WA-116","XER",0.724,22
"NLA12_WA-104","XER",0.624,99
"NLA12_MA-104","NAP",0.739,25
"NLA12_IL-111","TPL",0.986,89
"NLA12_CT-105","NAP",0.763,69
"NLA12_TN-106","CPL",0.476,43
"NLA12_UT-264","WMT",0.511,104
"NLA12_CO-103","SPL",0.331,17
"NLA12_UT-343","WMT",1.005,85
"NLA12_UT-359","XER",3.25,542
"NLA12_TX-R08","CPL",0.92,113
"NLA12_IN-193","TPL",0.35,9
"NLA12_NJ-105","NAP",0.426,12
"NLA12_IN-199","UMW",0.536,31
"NLA12_WA-159","XER",0.536,67
"NLA12_TN-122","CPL",0.51,48
"NLA12_MO-106","SAP",1.126,110
"NLA12_MA-106","NAP",0.278,13
"NLA12_IL-105","TPL",0.603,28
"NLA12_MA-109","NAP",0.261,7
"NLA12_NJ-106","NAP",1.003,87
"NLA12_DE-107","CPL",0.723,30
"NLA12_WY-137","XER",0.318,33
"NLA12_CO-104","SPL",6.2,435
"NLA12_NY-0112","NAP",0.486,33
"NLA12_ME-113","NAP",0.1,22
"NLA12_MA-110","NAP",0.238,13
"NLA12_TN-119","SAP",0.841,51
"NLA12_MA-103","NAP",0.395,15
"NLA12_TN-103","SAP",3,359
"NLA12_SD-146","TPL",1.744,25
"NLA12_WA-151","WMT",0.014,15
"NLA12_WY-147","XER",0.355,36
"NLA12_OR-163","WMT",0.208,9
"NLA12_OR-158","WMT",3.125,187
"NLA12_OH-105","TPL",1.36,138
"NLA12_MT-162","WMT",0.083,8
"NLA12_OH-113","SAP",1.778,164
"NLA12_IN-135","TPL",0.298,31
"NLA12_TX-232","CPL",0.979,35
"NLA12_NY-0103","NAP",0.111,4
"NLA12_AZ-102","WMT",2.045,631
"NLA12_IN-155","TPL",0.389,13
"NLA12_IN-201","TPL",2.59,63
"NLA12_TX-161","CPL",0.743,171
"NLA12_ND-R17","NPL",2.395,70
"NLA12_ND-R18","NPL",1.236,98
"NLA12_TN-104","SAP",0.26,13
"NLA12_TN-R01","SAP",0.131,21
"NLA12_TX-235","CPL",1.433,88
"NLA12_NJ-R01","NAP",0.466,25
"NLA12_NJ-103","SAP",0.965,57
"NLA12_IN-202","TPL",0.955,50
"NLA12_NJ-108","CPL",0.763,24
"NLA12_TX-129","CPL",1.044,59
"NLA12_IL-123","TPL",4.606,384
"NLA12_UT-397","WMT",0.271,16
"NLA12_UT-412","WMT",0.299,54
"NLA12_TX-R09","CPL",0.456,27
"NLA12_UT-424","WMT",0.534,43
"NLA12_UT-392","XER",0.645,55
"NLA12_CA-223","WMT",0.0668,4.1
"NLA12_WA-154","WMT",0.534,53
"NLA12_WA-110","WMT",0.154,19
"NLA12_UT-409","XER",1.648,237
"NLA12_TX-234","SPL",0.883,54
"NLA12_TX-196","SPL",0.898,88
"NLA12_UT-400","XER",1.136,1208
"NLA12_MO-102","SAP",0.803,48
